id,idade,genero,cor_raca_etnia,pcd,vive_no_brasil,estado_onde_mora,uf_onde_mora,regiao_onde_mora,regiao_de_origem,nivel_ensino,area_de_formacao,situacao_atual_de_trabalho,setor,gestor,cargo_como_gestor,cargo_atual,nivel_senioridade,faixa_salarial,anos_experiencia_na_area_dados,anos_experiencia_anterior_ti,linguagens_no_trabalho,linguagem_preferida,bancos_de_dados_no_trabalho,cloud_no_trabalho,cloud_preferida
l5koenfrzz3zo9ijgvpl5koetpu38www,24,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Menos de 1 ano,"SQL, Python, SAS/Stata",Python,"SQLite, SQL SERVER, S3, Hive, MySQL, Amazon Athena",Amazon Web Services (AWS),Amazon Web Services (AWS)
l55qhsb9ti4uvzxq53g8ajl55qhsb9lt,45,Masculino,Parda,Não,TRUE,Goiás (GO),GO,Centro-oeste,,Pós-graduação,Outras Engenharias,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 7 a 10 anos,"SQL, Python, .NET",Python,"Elaticsearch, PostgreSQL",Amazon Web Services (AWS),Não sei opinar
l53nrvpw1tvdlcv4yl53nrvvi5i7ntxa,34,Masculino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,de 5 a 6 anos,"SQL, Python, Java",Python,"MySQL, Hive, SQLite",Azure (Microsoft),Amazon Web Services (AWS)
l4qlyf557x7by85vl4qgj0md8yghmleu,39,Masculino,Parda,Sim,TRUE,Pernambuco (PE),PE,Nordeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Prefiro não informar,Tecnologia/Fábrica de Software,TRUE,nao tem,,,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
l4jbaekfj9dxmqmtkmpdl4jbaqgvluwz,31,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Norte,Não tenho graduação formal,,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analista de Suporte/Analista Técnico,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,SAP HANA,Amazon Web Services (AWS),Não sei opinar
l2gk1pw9m55jpuxh3za8rl2gk1pw94od,26,Feminino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,"SQL, Python",Python,"SQL SERVER, MongoDB, Cassandra, PostgreSQL, Hive, MySQL, Oracle, Databricks","Azure (Microsoft), Amazon Web Services (AWS)",Não sei opinar
l17gafnje1ugcvwftvl17gavnttta3e0,49,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Estudante de Graduação,Outra opção,Estagiário,Setor Público,FALSE,,Outra Opção,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,de 3 a 4 anos,Não utilizo nenhuma das linguagens listadas,Python,Google,Amazon Web Services (AWS),Amazon Web Services (AWS)
l0r14746n9veblll0r14jcp4ls5a462q,25,,Parda,Não,TRUE,Goiás (GO),GO,Centro-oeste,,Estudante de Graduação,Ciências Sociais,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,,,,
l0lcxnh0p1ltp5el0lwczdxgejghgi8l,36,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 5 a 6 anos,SQL,Scala,"SQL SERVER, PostgreSQL, S3, Hive, Google BigQuery",Servidores On Premise/Não utilizamos Cloud,Não sei opinar
l0jekevdu0dil0jdpzsvb0qynjpaba2h,31,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Área de Consultoria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,"SQL, Python",Python,"SQL SERVER, Azue Blob Storage",Azure (Microsoft),Não sei opinar
kzhgvgtnu3cugo4o1wrqvtkzhgvrlcdv,31,Masculino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 3 a 4 anos,"SQL, Python",Python,"Oracle, Google BigQuery, SQL SERVER, PostgreSQL","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP)
kzftslwk0w8e7afnkzftslwf5m6oeqio,25,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,Hive,"Google Cloud (GCP), Azure (Microsoft)",Azure (Microsoft)
kylb13p2tghq7u64kylbvnj5c6323cmm,35,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,TRUE,Supervisor/Coordenador,,,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Mais de 10 anos,,,,,
ky99o9wk40jog2u2ymr2xpky99o9wonx,27,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,Sul,Graduação/Bacharelado,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Área da Saúde,TRUE,Team Leader/Tech Leader,,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,,,,,
ky557t5yf3yzoei0jncnmky557t3q9jy,30,Masculino,Parda,Não,TRUE,Distrito Federal (DF),DF,Centro-oeste,Nordeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área de Consultoria,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,de 1 a 2 anos,"Python, SQL, Scala",Python,"Databricks, PostgreSQL, Neo4J, Elaticsearch, Hive",Amazon Web Services (AWS),Amazon Web Services (AWS)
kxyql5ayljx8d9woai945kxyqi5nj1jz,28,Masculino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Internet/Ecommerce,TRUE,Team Leader/Tech Leader,,,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,de 1 a 2 anos,,,,,
kxqdt2mdlnthkxqdtb890sw4pdawhil6,,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Menos de 1 ano,"SQL, Python",Python,"PostgreSQL, Databricks, SQL SERVER, MySQL, Google BigQuery",Azure (Microsoft),Não sei opinar
kxe8zm2lozb2kkfohjzekxe8zjim5kjd,22,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Graduação/Bacharelado,Química / Física,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"MongoDB, Google BigQuery",Google Cloud (GCP),Google Cloud (GCP)
kwwvhkiyj8713qv9kwwvujzu8xfqxbkl,38,Feminino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,Sudeste,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empregado (CLT),Agronegócios,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"R, Python",R,"Google BigQuery, SAP HANA","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS)
kwa0fidyae6i64eanakwa0fbs1bboldf,29,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Pós-graduação,Outras Engenharias,Empregado (CLT),Setor Imobiliário/ Construção Civil,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,"MySQL, SQL SERVER",Azure (Microsoft),Não sei opinar
kvyjyt8xhgi4y5lkvyjdsmrlyl9nd3bl,47,Feminino,Preta,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,,,,,,,,,
kvkkxsh48ppnr33adwtkvkkxrk977wpv,36,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Somente Estudante (pós-graduação),,,,,,,,,,,,,
kvaj6nl047tc6azkvaj6nrajrm7xt2iv,42,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,"Desempregado, buscando recolocação",,,,,,,,,,,,,
kuqhin2xehv65fx16jkuqhinntpxqs54,28,Masculino,Prefiro não informar,Não,TRUE,Pernambuco (PE),PE,Nordeste,,Mestrado,Química / Física,Estagiário,Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python, SAS/Stata",Python,"Hive, SQL SERVER, Splunk, MySQL","Azure (Microsoft), Cloud Própria",Não sei opinar
kuf7fpipj1gvjvvkuf7f95crt0tsk0xt,29,Masculino,Outra,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Outra Opção,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, SQL",Python,SQLite,Azure (Microsoft),Amazon Web Services (AWS)
ku670li2pi1fe99k8f22fruku670bf3c,29,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,"SQL, Java",Python,Oracle,Oracle Cloud,Não sei opinar
ktxyw412ye85iwmzktxiommmq9yxthx0,35,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Varejo,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,Menos de 1 ano,"Python, SQL",R,Google BigQuery,Google Cloud (GCP),Google Cloud (GCP)
ktq8l2j3697j2sktq81ym4jukrjow379,38,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,Sudeste,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,FALSE,,Engenheiro de Machine Learning/ML Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Mais de 10 anos,"SQL, Python",Python,"Amazon Athena, Amazon Redshift, PostgreSQL, S3",Amazon Web Services (AWS),Não sei opinar
ktki872n8rbm7kjw70jmktki872n18zz,33,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Imobiliário/ Construção Civil,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,"SQL, R, Python",R,SQL SERVER,Amazon Web Services (AWS),Amazon Web Services (AWS)
kst68isavmq5y0bq05kst6bopzek6yje,32,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Outra Opção,FALSE,,Analista de Negócios/Business Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Python, Visual Basic/VBA",Python,"Oracle, Sybase",Servidores On Premise/Não utilizamos Cloud,Azure (Microsoft)
ksonpk49xqe0v6yp2vhksonuuy4lmalh,32,Masculino,Parda,Não,FALSE,,,,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,de 7 a 10 anos,"SQL, Python, Scala",Python,"S3, Amazon Redshift, PostgreSQL, Hive",Amazon Web Services (AWS),Amazon Web Services (AWS)
kseooiyqqm2w9ikhckseooii39psser7,24,Feminino,Parda,Não,TRUE,Ceará (CE),CE,Nordeste,,Estudante de Graduação,Outra opção,Prefiro não informar,Educação,FALSE,,Professor,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,Nenhum,Nenhum,Google Cloud (GCP)
ks3za9zvil34f02rq20nmks3za9z8r07,28,Masculino,Branca,Não,TRUE,Minas Gerais (MG),MG,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,TRUE,Gerente/Head,,,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 7 a 10 anos,,,,,
krq5jqgfcru7sizrrkrq5n3lq7bkmxnt,27,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Área de Consultoria,FALSE,,Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",Python,"SAP HANA, Snowflake, Google BigQuery, Databricks","Azure (Microsoft), Google Cloud (GCP)",Azure (Microsoft)
krj4gp2lrlk33d4u9q06ckrj4g1ks94n,27,Masculino,Parda,Não,TRUE,Piauí (PI),PI,Nordeste,Nordeste,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,FALSE,,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,"CoachDB, SQL SERVER",Azure (Microsoft),Google Cloud (GCP)
kr8cg34hrisx6zdy0dkr8cy9g7coc1nu,35,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Telecomunicação,TRUE,Gerente/Head,,,de R$ 20.001/mês a R$ 25.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,,,,,
kqksmlceemwfruaw3tkqkss8fl007mpz,31,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,FALSE,,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Menos de 1 ano,"SQL, Python",Python,"Google BigQuery, SAP HANA",Google Cloud (GCP),Google Cloud (GCP)
kqfg4yzpd65s3i7hdkqfb2q3l1z0curk,37,Feminino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Indústria,FALSE,,Product Manager/ Product Owner (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 7 a 10 anos,"SQL, Java, JavaScript",Python,"MongoDB, PostgreSQL, Elaticsearch, Redis, DynamoDB, Google BigQuery","Google Cloud (GCP), Amazon Web Services (AWS)",Google Cloud (GCP)
kqewlxtjbe8xcsqkqewlxlos8okq6vt7,25,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Internet/Ecommerce,FALSE,,Economista,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Visual Basic/VBA,Python,MySQL,"Azure (Microsoft), Amazon Web Services (AWS)",Azure (Microsoft)
kqdyo9nzqbb2vt96kqd9af1lv9kqmw6o,35,Masculino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Mestrado,Outras Engenharias,Empregado (CLT),Setor Imobiliário/ Construção Civil,FALSE,,Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,"Databricks, S3",Amazon Web Services (AWS),Não sei opinar
kqbmnhfjzpejpxej5kqbm31ohjndan8c,24,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Ciências Sociais,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Menos de 1 ano,SQL,R,"Amazon Aurora ou RDS, DynamoDB, Amazon Athena, PostgreSQL",Amazon Web Services (AWS),Não sei opinar
kq0k2n1lrk2qnvb7kq0kkhwcewl4mo3j,23,Masculino,Branca,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,"Desempregado, buscando recolocação",,,,,,,,,,,,,
kpw2v5omy13g5zqn5iaf5okpw2v5ain5,,Feminino,Branca,Não,TRUE,Santa Catarina (SC),SC,Sul,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Freelancer,Tecnologia/Fábrica de Software,FALSE,,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python, Java, Visual Basic/VBA, JavaScript",Python,"Google BigQuery, Oracle, MariaDB, MySQL, SQL SERVER","Amazon Web Services (AWS), Oracle Cloud, Azure (Microsoft), Google Cloud (GCP)",Amazon Web Services (AWS)
kpr40084w1mdkjekprfkkhbovpu23y86,28,Feminino,Branca,Não,FALSE,,,,,Pós-graduação,Outras Engenharias,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Outra Opção,FALSE,,Analista de Dados/Data Analyst,Sênior,Acima de R$ 40.001/mês,de 4 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python",SQL,"Amazon Redshift, Amazon Athena",Amazon Web Services (AWS),Amazon Web Services (AWS)
kpgzb5x7loh2zkpgzbhdnzxw5a5qe57y,40,Feminino,Parda,Não,TRUE,Rio de Janeiro (RJ),RJ,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Trabalho na área Acadêmica/Pesquisador,,,,,,,,,,,,,
kpfdlyux7of0e4a2kpfszvokd95gjo5s,23,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor Farmaceutico,FALSE,,Analista de BI/BI Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,Não utilizo nenhuma das linguagens listadas,Python,"SQL SERVER, Google BigQuery","Amazon Web Services (AWS), Azure (Microsoft)",Amazon Web Services (AWS)
kp5j8d1gbvsqhvxk14kp5jsb8tyv28m1,27,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Setor Automotivo,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,MySQL,Amazon Web Services (AWS),Amazon Web Services (AWS)
kp24gz9brxei3nedpc1cjckp24xq3dsg,24,Masculino,Amarela,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 1 a 2 anos,"R, Python",Python,Microsoft Access,Cloud Própria,Amazon Web Services (AWS)
koy1dp06sgfp1rdphqddkoy1dpfpsuuh,23,Masculino,Branca,Não,TRUE,Paraná (PR),PR,Sul,,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Finanças ou Bancos,FALSE,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Menos de 1 ano,"SQL, Python",Python,PostgreSQL,Amazon Web Services (AWS),Amazon Web Services (AWS)
knqkz106bivdwd3uwspjj0knqkz1061b,31,Masculino,Branca,Não,TRUE,Rio Grande do Sul (RS),RS,Sul,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Setor de Energia,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Menos de 1 ano,"SQL, Python",Python,"Google BigQuery, PostgreSQL, Oracle, SQL SERVER, MySQL, Firebase",Google Cloud (GCP),Google Cloud (GCP)
kmk6sdm68mvodr0foprpkmk6sdmlo1y1,35,Feminino,Branca,Não,TRUE,Paraíba (PB),PB,Nordeste,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,FALSE,,Cientista de Dados/Data Scientist,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,de 5 a 6 anos,"SQL, Python",Python,"MySQL, SQL SERVER, SQLite, PostgreSQL, Oracle",Amazon Web Services (AWS),Não sei opinar
kmje7zwyfln2428rwbgqi1kmje79xn9p,30,Feminino,Branca,Não,FALSE,,,,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Tecnologia/Fábrica de Software,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Menos de 1 ano,"Python, SQL",Python,"PostgreSQL, MongoDB",Azure (Microsoft),Azure (Microsoft)
kmhcxer69g4sxx9kmh26w185owuwd76n,43,Masculino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,FALSE,,Analista de BI/BI Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 3 a 4 anos,"SQL, C/C++/C#, .NET, SAS/Stata",Python,SQL SERVER,Amazon Web Services (AWS),Amazon Web Services (AWS)
kmh22v8qzkql4um7x8wfkkmh22bsrxwx,26,Masculino,Indígena,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Outras Engenharias,Freelancer,Setor Automotivo,FALSE,,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Não utilizo nenhuma das linguagens listadas,Python,MongoDB,Servidores On Premise/Não utilizamos Cloud,Azure (Microsoft)
kmf47al386ubhyrmodk9gokmf47ail71,33,Feminino,Branca,Não,TRUE,São Paulo (SP),SP,Sudeste,Sul,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Finanças ou Bancos,FALSE,,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,de 3 a 4 anos,"SQL, Python",Python,"Redis, MySQL, Google BigQuery, MongoDB, S3",Google Cloud (GCP),Google Cloud (GCP)
km851t5smqu77yymkmnbcob7xg3i9cik,22,Masculino,Parda,Não,TRUE,São Paulo (SP),SP,Sudeste,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Finanças ou Bancos,FALSE,,Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"SQL, Python, Visual Basic/VBA",Python,"Google BigQuery, SQL SERVER, Amazon Redshift, PostgreSQL",Google Cloud (GCP),Não sei opinar
